date_index,land,driving,walking,transit,date
2020-03-27,Lower Saxony,57.24,,,2020-03-27
2020-03-28,Lower Saxony,52.03,,,2020-03-28
2020-03-29,Lower Saxony,49.47,,,2020-03-29
2020-03-30,Lower Saxony,57.15,,,2020-03-30
2020-03-31,Lower Saxony,60.91,,,2020-03-31
2020-04-01,Lower Saxony,60.26,,,2020-04-01
2020-04-02,Lower Saxony,59.45,,,2020-04-02
2020-04-03,Lower Saxony,58.14,,,2020-04-03
2020-04-04,Lower Saxony,52.87,,,2020-04-04
2020-04-05,Lower Saxony,63.26,,,2020-04-05
2020-04-06,Lower Saxony,67.38,,,2020-04-06
2020-04-07,Lower Saxony,68.69,,,2020-04-07
2020-04-08,Lower Saxony,70.43,,,2020-04-08
2020-04-09,Lower Saxony,66.0,,,2020-04-09
2020-04-10,Lower Saxony,58.12,,,2020-04-10
2020-04-11,Lower Saxony,56.15,,,2020-04-11
2020-04-12,Lower Saxony,51.19,,,2020-04-12
2020-04-13,Lower Saxony,62.28,,,2020-04-13
2020-04-14,Lower Saxony,68.96,,,2020-04-14
2020-04-15,Lower Saxony,71.15,,,2020-04-15
2020-04-16,Lower Saxony,72.84,,,2020-04-16
2020-04-17,Lower Saxony,72.74,,,2020-04-17
2020-04-18,Lower Saxony,65.93,,,2020-04-18
2020-04-19,Lower Saxony,73.69,,,2020-04-19
2020-04-20,Lower Saxony,74.07,,,2020-04-20
2020-04-21,Lower Saxony,73.83,,,2020-04-21
2020-04-22,Lower Saxony,76.5,,,2020-04-22
2020-04-23,Lower Saxony,75.93,,,2020-04-23
2020-04-24,Lower Saxony,74.6,,,2020-04-24
2020-04-25,Lower Saxony,67.87,,,2020-04-25
2020-04-26,Lower Saxony,76.07,,,2020-04-26
2020-04-27,Lower Saxony,76.45,,,2020-04-27
2020-04-28,Lower Saxony,77.0,,,2020-04-28
2020-04-29,Lower Saxony,77.5,,,2020-04-29
2020-04-30,Lower Saxony,77.8,,,2020-04-30
2020-05-01,Lower Saxony,71.18,,,2020-05-01
2020-05-02,Lower Saxony,72.6,,,2020-05-02
2020-05-03,Lower Saxony,81.53,,,2020-05-03
2020-05-04,Lower Saxony,84.76,,,2020-05-04
2020-05-05,Lower Saxony,84.33,,,2020-05-05
2020-05-06,Lower Saxony,85.51,,,2020-05-06
2020-05-07,Lower Saxony,90.16,,,2020-05-07
2020-05-08,Lower Saxony,93.86,,,2020-05-08
2020-05-09,Lower Saxony,87.93,,,2020-05-09
2020-05-10,Lower Saxony,88.42,,,2020-05-10
2020-05-13,Lower Saxony,94.14,,,2020-05-13
2020-05-14,Lower Saxony,97.23,,,2020-05-14
2020-05-15,Lower Saxony,102.34,,,2020-05-15
2020-05-16,Lower Saxony,98.89,,,2020-05-16
2020-05-17,Lower Saxony,105.53,,,2020-05-17
2020-05-18,Lower Saxony,104.21,,,2020-05-18
2020-05-19,Lower Saxony,107.24,,,2020-05-19
2020-05-20,Lower Saxony,122.23,,,2020-05-20
2020-05-21,Lower Saxony,116.8,,,2020-05-21
2020-01-13,Mecklenburg-Western Pomerania,100.0,,,2020-01-13
2020-01-14,Mecklenburg-Western Pomerania,101.41,,,2020-01-14
2020-01-15,Mecklenburg-Western Pomerania,104.39,,,2020-01-15
2020-01-16,Mecklenburg-Western Pomerania,103.13,,,2020-01-16
2020-01-17,Mecklenburg-Western Pomerania,115.79,,,2020-01-17
2020-01-18,Mecklenburg-Western Pomerania,113.31,,,2020-01-18
2020-01-19,Mecklenburg-Western Pomerania,121.52,,,2020-01-19
2020-01-20,Mecklenburg-Western Pomerania,102.44,,,2020-01-20
2020-01-21,Mecklenburg-Western Pomerania,103.13,,,2020-01-21
2020-01-22,Mecklenburg-Western Pomerania,106.43,,,2020-01-22
2020-01-23,Mecklenburg-Western Pomerania,105.56,,,2020-01-23
2020-01-24,Mecklenburg-Western Pomerania,117.8,,,2020-01-24
2020-01-25,Mecklenburg-Western Pomerania,110.82,,,2020-01-25
2020-01-26,Mecklenburg-Western Pomerania,114.3,,,2020-01-26
2020-01-27,Mecklenburg-Western Pomerania,102.4,,,2020-01-27
2020-01-28,Mecklenburg-Western Pomerania,103.22,,,2020-01-28
2020-01-29,Mecklenburg-Western Pomerania,98.82,,,2020-01-29
2020-01-30,Mecklenburg-Western Pomerania,101.84,,,2020-01-30
2020-01-31,Mecklenburg-Western Pomerania,120.68,,,2020-01-31
2020-02-01,Mecklenburg-Western Pomerania,128.65,,,2020-02-01
2020-02-02,Mecklenburg-Western Pomerania,132.36,,,2020-02-02
2020-02-03,Mecklenburg-Western Pomerania,116.75,,,2020-02-03
2020-02-04,Mecklenburg-Western Pomerania,115.18,,,2020-02-04
2020-02-05,Mecklenburg-Western Pomerania,115.88,,,2020-02-05
2020-02-06,Mecklenburg-Western Pomerania,114.32,,,2020-02-06
2020-02-07,Mecklenburg-Western Pomerania,136.68,,,2020-02-07
2020-02-08,Mecklenburg-Western Pomerania,125.5,,,2020-02-08
2020-02-09,Mecklenburg-Western Pomerania,116.34,,,2020-02-09
2020-02-10,Mecklenburg-Western Pomerania,110.01,,,2020-02-10
2020-02-11,Mecklenburg-Western Pomerania,107.79,,,2020-02-11
2020-02-12,Mecklenburg-Western Pomerania,107.35,,,2020-02-12
2020-02-13,Mecklenburg-Western Pomerania,115.21,,,2020-02-13
2020-02-14,Mecklenburg-Western Pomerania,133.44,,,2020-02-14
2020-02-15,Mecklenburg-Western Pomerania,127.41,,,2020-02-15
2020-02-16,Mecklenburg-Western Pomerania,128.7,,,2020-02-16
2020-02-17,Mecklenburg-Western Pomerania,116.49,,,2020-02-17
2020-02-18,Mecklenburg-Western Pomerania,115.14,,,2020-02-18
2020-02-19,Mecklenburg-Western Pomerania,111.04,,,2020-02-19
2020-02-20,Mecklenburg-Western Pomerania,111.0,,,2020-02-20
2020-02-21,Mecklenburg-Western Pomerania,127.36,,,2020-02-21
2020-02-22,Mecklenburg-Western Pomerania,122.21,,,2020-02-22
2020-02-23,Mecklenburg-Western Pomerania,126.5,,,2020-02-23
2020-02-24,Mecklenburg-Western Pomerania,114.77,,,2020-02-24
2020-02-25,Mecklenburg-Western Pomerania,116.59,,,2020-02-25
2020-02-26,Mecklenburg-Western Pomerania,112.16,,,2020-02-26
2020-02-27,Mecklenburg-Western Pomerania,111.27,,,2020-02-27
2020-02-28,Mecklenburg-Western Pomerania,129.31,,,2020-02-28
2020-02-29,Mecklenburg-Western Pomerania,121.18,,,2020-02-29
2020-03-01,Mecklenburg-Western Pomerania,125.13,,,2020-03-01
2020-03-02,Mecklenburg-Western Pomerania,114.1,,,2020-03-02
2020-03-03,Mecklenburg-Western Pomerania,114.26,,,2020-03-03
2020-03-04,Mecklenburg-Western Pomerania,111.18,,,2020-03-04
2020-03-05,Mecklenburg-Western Pomerania,113.76,,,2020-03-05
2020-03-06,Mecklenburg-Western Pomerania,133.19,,,2020-03-06
2020-03-07,Mecklenburg-Western Pomerania,126.04,,,2020-03-07
2020-03-08,Mecklenburg-Western Pomerania,126.8,,,2020-03-08
2020-03-09,Mecklenburg-Western Pomerania,112.8,,,2020-03-09
2020-03-10,Mecklenburg-Western Pomerania,106.82,,,2020-03-10
2020-03-11,Mecklenburg-Western Pomerania,104.89,,,2020-03-11
2020-03-12,Mecklenburg-Western Pomerania,98.2,,,2020-03-12
2020-03-13,Mecklenburg-Western Pomerania,104.3,,,2020-03-13
2020-03-14,Mecklenburg-Western Pomerania,99.97,,,2020-03-14
2020-03-15,Mecklenburg-Western Pomerania,93.09,,,2020-03-15
2020-03-16,Mecklenburg-Western Pomerania,78.96,,,2020-03-16
2020-03-17,Mecklenburg-Western Pomerania,72.39,,,2020-03-17
2020-03-18,Mecklenburg-Western Pomerania,67.12,,,2020-03-18
2020-03-19,Mecklenburg-Western Pomerania,62.55,,,2020-03-19
2020-03-20,Mecklenburg-Western Pomerania,56.17,,,2020-03-20
2020-03-21,Mecklenburg-Western Pomerania,43.14,,,2020-03-21
2020-03-22,Mecklenburg-Western Pomerania,45.95,,,2020-03-22
2020-03-23,Mecklenburg-Western Pomerania,52.2,,,2020-03-23
2020-03-24,Mecklenburg-Western Pomerania,51.95,,,2020-03-24
2020-03-25,Mecklenburg-Western Pomerania,53.33,,,2020-03-25
2020-03-26,Mecklenburg-Western Pomerania,57.55,,,2020-03-26
2020-03-27,Mecklenburg-Western Pomerania,54.92,,,2020-03-27
2020-03-28,Mecklenburg-Western Pomerania,48.42,,,2020-03-28
2020-03-29,Mecklenburg-Western Pomerania,50.6,,,2020-03-29
2020-03-30,Mecklenburg-Western Pomerania,58.2,,,2020-03-30
2020-03-31,Mecklenburg-Western Pomerania,59.01,,,2020-03-31
2020-04-01,Mecklenburg-Western Pomerania,59.02,,,2020-04-01
2020-04-02,Mecklenburg-Western Pomerania,59.51,,,2020-04-02
2020-04-03,Mecklenburg-Western Pomerania,55.13,,,2020-04-03
2020-04-04,Mecklenburg-Western Pomerania,45.54,,,2020-04-04
2020-04-05,Mecklenburg-Western Pomerania,58.8,,,2020-04-05
2020-04-06,Mecklenburg-Western Pomerania,64.68,,,2020-04-06
2020-04-07,Mecklenburg-Western Pomerania,63.54,,,2020-04-07
2020-04-08,Mecklenburg-Western Pomerania,65.35,,,2020-04-08
2020-04-09,Mecklenburg-Western Pomerania,59.83,,,2020-04-09
2020-04-10,Mecklenburg-Western Pomerania,50.73,,,2020-04-10
2020-04-11,Mecklenburg-Western Pomerania,47.24,,,2020-04-11
2020-04-12,Mecklenburg-Western Pomerania,49.17,,,2020-04-12
2020-04-13,Mecklenburg-Western Pomerania,59.36,,,2020-04-13
2020-04-14,Mecklenburg-Western Pomerania,67.36,,,2020-04-14
2020-04-15,Mecklenburg-Western Pomerania,69.75,,,2020-04-15
2020-04-16,Mecklenburg-Western Pomerania,70.03,,,2020-04-16
2020-04-17,Mecklenburg-Western Pomerania,69.03,,,2020-04-17
2020-04-18,Mecklenburg-Western Pomerania,60.54,,,2020-04-18
2020-04-19,Mecklenburg-Western Pomerania,70.3,,,2020-04-19
2020-04-20,Mecklenburg-Western Pomerania,71.54,,,2020-04-20
2020-04-21,Mecklenburg-Western Pomerania,71.81,,,2020-04-21
2020-04-22,Mecklenburg-Western Pomerania,72.53,,,2020-04-22
2020-04-23,Mecklenburg-Western Pomerania,74.47,,,2020-04-23
2020-04-24,Mecklenburg-Western Pomerania,73.6,,,2020-04-24
2020-04-25,Mecklenburg-Western Pomerania,64.06,,,2020-04-25
2020-04-26,Mecklenburg-Western Pomerania,72.86,,,2020-04-26
2020-04-27,Mecklenburg-Western Pomerania,73.97,,,2020-04-27
2020-04-28,Mecklenburg-Western Pomerania,73.32,,,2020-04-28
2020-04-29,Mecklenburg-Western Pomerania,76.68,,,2020-04-29
2020-04-30,Mecklenburg-Western Pomerania,75.99,,,2020-04-30
2020-05-01,Mecklenburg-Western Pomerania,71.64,,,2020-05-01
2020-05-02,Mecklenburg-Western Pomerania,68.61,,,2020-05-02
2020-05-03,Mecklenburg-Western Pomerania,86.85,,,2020-05-03
2020-05-04,Mecklenburg-Western Pomerania,87.07,,,2020-05-04
2020-05-05,Mecklenburg-Western Pomerania,88.64,,,2020-05-05
2020-05-06,Mecklenburg-Western Pomerania,91.57,,,2020-05-06
2020-05-07,Mecklenburg-Western Pomerania,93.67,,,2020-05-07
2020-05-08,Mecklenburg-Western Pomerania,98.89,,,2020-05-08
2020-05-09,Mecklenburg-Western Pomerania,97.95,,,2020-05-09
2020-05-10,Mecklenburg-Western Pomerania,103.25,,,2020-05-10
2020-05-13,Mecklenburg-Western Pomerania,104.4,,,2020-05-13
2020-05-14,Mecklenburg-Western Pomerania,104.07,,,2020-05-14
2020-05-15,Mecklenburg-Western Pomerania,107.22,,,2020-05-15
2020-05-16,Mecklenburg-Western Pomerania,97.61,,,2020-05-16
2020-05-17,Mecklenburg-Western Pomerania,114.04,,,2020-05-17
2020-05-18,Mecklenburg-Western Pomerania,112.65,,,2020-05-18
2020-05-19,Mecklenburg-Western Pomerania,118.42,,,2020-05-19
2020-05-20,Mecklenburg-Western Pomerania,134.54,,,2020-05-20
2020-05-21,Mecklenburg-Western Pomerania,134.44,,,2020-05-21
2020-01-13,North Rhine-Westphalia,100.0,,,2020-01-13
2020-01-14,North Rhine-Westphalia,100.15,,,2020-01-14
2020-01-15,North Rhine-Westphalia,101.64,,,2020-01-15
2020-01-16,North Rhine-Westphalia,101.39,,,2020-01-16
2020-01-17,North Rhine-Westphalia,110.92,,,2020-01-17
2020-01-18,North Rhine-Westphalia,104.96,,,2020-01-18
2020-01-19,North Rhine-Westphalia,97.42,,,2020-01-19
2020-01-20,North Rhine-Westphalia,99.63,,,2020-01-20
2020-01-21,North Rhine-Westphalia,103.18,,,2020-01-21
2020-01-22,North Rhine-Westphalia,102.73,,,2020-01-22
2020-01-23,North Rhine-Westphalia,100.72,,,2020-01-23
2020-01-24,North Rhine-Westphalia,106.64,,,2020-01-24
2020-01-25,North Rhine-Westphalia,101.61,,,2020-01-25
2020-01-26,North Rhine-Westphalia,96.85,,,2020-01-26
2020-01-27,North Rhine-Westphalia,98.76,,,2020-01-27
2020-01-28,North Rhine-Westphalia,101.11,,,2020-01-28
2020-01-29,North Rhine-Westphalia,99.72,,,2020-01-29
2020-01-30,North Rhine-Westphalia,100.26,,,2020-01-30
2020-01-31,North Rhine-Westphalia,112.07,,,2020-01-31
2020-02-01,North Rhine-Westphalia,111.32,,,2020-02-01
2020-02-02,North Rhine-Westphalia,100.0,,,2020-02-02
2020-02-03,North Rhine-Westphalia,100.69,,,2020-02-03
2020-02-04,North Rhine-Westphalia,103.97,,,2020-02-04
2020-02-05,North Rhine-Westphalia,102.81,,,2020-02-05
2020-02-06,North Rhine-Westphalia,100.66,,,2020-02-06
2020-02-07,North Rhine-Westphalia,112.65,,,2020-02-07
2020-02-08,North Rhine-Westphalia,105.94,,,2020-02-08
2020-02-09,North Rhine-Westphalia,89.44,,,2020-02-09
2020-02-10,North Rhine-Westphalia,100.11,,,2020-02-10
2020-02-11,North Rhine-Westphalia,106.36,,,2020-02-11
2020-02-12,North Rhine-Westphalia,106.17,,,2020-02-12
2020-02-13,North Rhine-Westphalia,111.59,,,2020-02-13
2020-02-14,North Rhine-Westphalia,119.31,,,2020-02-14
2020-02-15,North Rhine-Westphalia,111.12,,,2020-02-15
2020-02-16,North Rhine-Westphalia,98.99,,,2020-02-16
2020-02-17,North Rhine-Westphalia,105.22,,,2020-02-17
2020-02-18,North Rhine-Westphalia,109.25,,,2020-02-18
2020-02-19,North Rhine-Westphalia,106.47,,,2020-02-19
2020-02-20,North Rhine-Westphalia,99.9,,,2020-02-20
2020-02-21,North Rhine-Westphalia,109.57,,,2020-02-21
2020-02-22,North Rhine-Westphalia,102.47,,,2020-02-22
2020-02-23,North Rhine-Westphalia,85.0,,,2020-02-23
2020-02-24,North Rhine-Westphalia,92.18,,,2020-02-24
2020-02-25,North Rhine-Westphalia,102.66,,,2020-02-25
2020-02-26,North Rhine-Westphalia,98.86,,,2020-02-26
2020-02-27,North Rhine-Westphalia,101.43,,,2020-02-27
2020-02-28,North Rhine-Westphalia,105.32,,,2020-02-28
2020-02-29,North Rhine-Westphalia,103.1,,,2020-02-29
2020-03-01,North Rhine-Westphalia,95.18,,,2020-03-01
2020-03-02,North Rhine-Westphalia,96.52,,,2020-03-02
2020-03-03,North Rhine-Westphalia,103.45,,,2020-03-03
2020-03-04,North Rhine-Westphalia,100.06,,,2020-03-04
2020-03-05,North Rhine-Westphalia,101.23,,,2020-03-05
2020-03-06,North Rhine-Westphalia,108.88,,,2020-03-06
2020-03-07,North Rhine-Westphalia,105.52,,,2020-03-07
2020-03-08,North Rhine-Westphalia,94.87,,,2020-03-08
2020-03-09,North Rhine-Westphalia,95.11,,,2020-03-09
2020-03-10,North Rhine-Westphalia,96.49,,,2020-03-10
2020-03-11,North Rhine-Westphalia,94.28,,,2020-03-11
2020-03-12,North Rhine-Westphalia,88.98,,,2020-03-12
2020-03-13,North Rhine-Westphalia,83.24,,,2020-03-13
2020-03-14,North Rhine-Westphalia,75.34,,,2020-03-14
2020-03-15,North Rhine-Westphalia,66.7,,,2020-03-15
2020-03-16,North Rhine-Westphalia,65.79,,,2020-03-16
2020-03-17,North Rhine-Westphalia,62.02,,,2020-03-17
2020-03-18,North Rhine-Westphalia,57.02,,,2020-03-18
2020-03-19,North Rhine-Westphalia,52.18,,,2020-03-19
2020-03-20,North Rhine-Westphalia,48.14,,,2020-03-20
2020-03-21,North Rhine-Westphalia,40.18,,,2020-03-21
2020-03-22,North Rhine-Westphalia,40.17,,,2020-03-22
2020-03-23,North Rhine-Westphalia,45.85,,,2020-03-23
2020-03-24,North Rhine-Westphalia,46.13,,,2020-03-24
2020-03-25,North Rhine-Westphalia,47.21,,,2020-03-25
2020-03-26,North Rhine-Westphalia,49.0,,,2020-03-26
2020-03-27,North Rhine-Westphalia,50.92,,,2020-03-27
2020-03-28,North Rhine-Westphalia,47.19,,,2020-03-28
2020-03-29,North Rhine-Westphalia,41.86,,,2020-03-29
2020-03-30,North Rhine-Westphalia,50.78,,,2020-03-30
2020-03-31,North Rhine-Westphalia,54.0,,,2020-03-31
2020-04-01,North Rhine-Westphalia,55.13,,,2020-04-01
2020-04-02,North Rhine-Westphalia,53.8,,,2020-04-02
2020-04-03,North Rhine-Westphalia,52.96,,,2020-04-03
2020-04-04,North Rhine-Westphalia,50.3,,,2020-04-04
2020-04-05,North Rhine-Westphalia,56.46,,,2020-04-05
2020-04-06,North Rhine-Westphalia,60.02,,,2020-04-06
2020-04-07,North Rhine-Westphalia,61.22,,,2020-04-07
2020-04-08,North Rhine-Westphalia,63.52,,,2020-04-08
2020-04-09,North Rhine-Westphalia,60.95,,,2020-04-09
2020-04-10,North Rhine-Westphalia,53.51,,,2020-04-10
2020-04-11,North Rhine-Westphalia,53.98,,,2020-04-11
2020-04-12,North Rhine-Westphalia,46.21,,,2020-04-12
2020-04-13,North Rhine-Westphalia,53.72,,,2020-04-13
2020-04-14,North Rhine-Westphalia,62.0,,,2020-04-14
2020-04-15,North Rhine-Westphalia,64.41,,,2020-04-15
2020-04-16,North Rhine-Westphalia,67.19,,,2020-04-16
2020-04-17,North Rhine-Westphalia,66.75,,,2020-04-17
2020-04-18,North Rhine-Westphalia,57.62,,,2020-04-18
2020-04-19,North Rhine-Westphalia,63.74,,,2020-04-19
2020-04-20,North Rhine-Westphalia,68.73,,,2020-04-20
2020-04-21,North Rhine-Westphalia,69.74,,,2020-04-21
2020-04-22,North Rhine-Westphalia,71.01,,,2020-04-22
2020-04-23,North Rhine-Westphalia,71.76,,,2020-04-23
2020-04-24,North Rhine-Westphalia,68.9,,,2020-04-24
2020-04-25,North Rhine-Westphalia,65.02,,,2020-04-25
2020-04-26,North Rhine-Westphalia,68.6,,,2020-04-26
2020-04-27,North Rhine-Westphalia,70.35,,,2020-04-27
2020-04-28,North Rhine-Westphalia,68.69,,,2020-04-28
2020-04-29,North Rhine-Westphalia,71.3,,,2020-04-29
2020-04-30,North Rhine-Westphalia,72.54,,,2020-04-30
2020-05-01,North Rhine-Westphalia,62.2,,,2020-05-01
2020-05-02,North Rhine-Westphalia,68.4,,,2020-05-02
2020-05-03,North Rhine-Westphalia,72.21,,,2020-05-03
2020-05-04,North Rhine-Westphalia,76.41,,,2020-05-04
2020-05-05,North Rhine-Westphalia,77.56,,,2020-05-05
2020-05-06,North Rhine-Westphalia,78.57,,,2020-05-06
2020-05-07,North Rhine-Westphalia,80.71,,,2020-05-07
2020-05-08,North Rhine-Westphalia,83.27,,,2020-05-08
2020-05-09,North Rhine-Westphalia,77.92,,,2020-05-09
2020-05-10,North Rhine-Westphalia,72.11,,,2020-05-10
2020-05-13,North Rhine-Westphalia,82.8,,,2020-05-13
2020-05-14,North Rhine-Westphalia,85.89,,,2020-05-14
2020-05-15,North Rhine-Westphalia,90.78,,,2020-05-15
2020-05-16,North Rhine-Westphalia,85.57,,,2020-05-16
2020-05-17,North Rhine-Westphalia,88.24,,,2020-05-17
2020-05-18,North Rhine-Westphalia,91.74,,,2020-05-18
2020-05-19,North Rhine-Westphalia,94.08,,,2020-05-19
2020-05-20,North Rhine-Westphalia,97.88,,,2020-05-20
2020-05-21,North Rhine-Westphalia,92.62,,,2020-05-21
2020-01-13,Rhineland-Palatinate,100.0,,,2020-01-13
2020-01-14,Rhineland-Palatinate,97.2,,,2020-01-14
2020-01-15,Rhineland-Palatinate,100.33,,,2020-01-15
2020-01-16,Rhineland-Palatinate,100.2,,,2020-01-16
2020-01-17,Rhineland-Palatinate,106.1,,,2020-01-17
2020-01-18,Rhineland-Palatinate,104.27,,,2020-01-18
2020-01-19,Rhineland-Palatinate,102.85,,,2020-01-19
2020-01-20,Rhineland-Palatinate,98.9,,,2020-01-20
2020-01-21,Rhineland-Palatinate,97.42,,,2020-01-21
2020-01-22,Rhineland-Palatinate,98.3,,,2020-01-22
2020-01-23,Rhineland-Palatinate,94.73,,,2020-01-23
2020-01-24,Rhineland-Palatinate,104.37,,,2020-01-24
2020-01-25,Rhineland-Palatinate,106.01,,,2020-01-25
2020-01-26,Rhineland-Palatinate,102.6,,,2020-01-26
2020-01-27,Rhineland-Palatinate,98.64,,,2020-01-27
2020-01-28,Rhineland-Palatinate,103.3,,,2020-01-28
2020-01-29,Rhineland-Palatinate,96.69,,,2020-01-29
2020-01-30,Rhineland-Palatinate,100.8,,,2020-01-30
2020-01-31,Rhineland-Palatinate,109.54,,,2020-01-31
2020-02-01,Rhineland-Palatinate,112.65,,,2020-02-01
2020-02-02,Rhineland-Palatinate,106.43,,,2020-02-02
2020-02-03,Rhineland-Palatinate,99.33,,,2020-02-03
2020-02-04,Rhineland-Palatinate,103.67,,,2020-02-04
2020-02-05,Rhineland-Palatinate,103.97,,,2020-02-05
2020-02-06,Rhineland-Palatinate,99.52,,,2020-02-06
2020-02-07,Rhineland-Palatinate,107.33,,,2020-02-07
2020-02-08,Rhineland-Palatinate,114.0,,,2020-02-08
2020-02-09,Rhineland-Palatinate,102.89,,,2020-02-09
2020-02-10,Rhineland-Palatinate,103.44,,,2020-02-10
2020-02-11,Rhineland-Palatinate,101.62,,,2020-02-11
2020-02-12,Rhineland-Palatinate,101.29,,,2020-02-12
2020-02-13,Rhineland-Palatinate,102.04,,,2020-02-13
2020-02-14,Rhineland-Palatinate,121.22,,,2020-02-14
2020-02-15,Rhineland-Palatinate,113.56,,,2020-02-15
2020-02-16,Rhineland-Palatinate,107.83,,,2020-02-16
2020-02-17,Rhineland-Palatinate,103.32,,,2020-02-17
2020-02-18,Rhineland-Palatinate,99.36,,,2020-02-18
2020-02-19,Rhineland-Palatinate,99.89,,,2020-02-19
2020-02-20,Rhineland-Palatinate,96.62,,,2020-02-20
2020-02-21,Rhineland-Palatinate,115.8,,,2020-02-21
2020-02-22,Rhineland-Palatinate,105.84,,,2020-02-22
2020-02-23,Rhineland-Palatinate,94.17,,,2020-02-23
2020-02-24,Rhineland-Palatinate,98.6,,,2020-02-24
2020-02-25,Rhineland-Palatinate,96.62,,,2020-02-25
2020-02-26,Rhineland-Palatinate,95.56,,,2020-02-26
2020-02-27,Rhineland-Palatinate,114.82,,,2020-02-27
2020-02-28,Rhineland-Palatinate,108.78,,,2020-02-28
2020-02-29,Rhineland-Palatinate,116.3,,,2020-02-29
2020-03-01,Rhineland-Palatinate,106.85,,,2020-03-01
2020-03-02,Rhineland-Palatinate,96.59,,,2020-03-02
2020-03-03,Rhineland-Palatinate,96.97,,,2020-03-03
2020-03-04,Rhineland-Palatinate,97.4,,,2020-03-04
2020-03-05,Rhineland-Palatinate,99.12,,,2020-03-05
2020-03-06,Rhineland-Palatinate,108.43,,,2020-03-06
2020-03-07,Rhineland-Palatinate,113.56,,,2020-03-07
2020-03-08,Rhineland-Palatinate,107.41,,,2020-03-08
2020-03-09,Rhineland-Palatinate,95.64,,,2020-03-09
2020-03-10,Rhineland-Palatinate,92.98,,,2020-03-10
2020-03-11,Rhineland-Palatinate,91.47,,,2020-03-11
2020-03-12,Rhineland-Palatinate,87.74,,,2020-03-12
2020-03-13,Rhineland-Palatinate,82.2,,,2020-03-13
2020-03-14,Rhineland-Palatinate,76.83,,,2020-03-14
2020-03-15,Rhineland-Palatinate,76.29,,,2020-03-15
2020-03-16,Rhineland-Palatinate,66.11,,,2020-03-16
2020-03-17,Rhineland-Palatinate,61.15,,,2020-03-17
2020-03-18,Rhineland-Palatinate,57.1,,,2020-03-18
2020-03-19,Rhineland-Palatinate,53.8,,,2020-03-19
2020-03-20,Rhineland-Palatinate,51.9,,,2020-03-20
2020-03-21,Rhineland-Palatinate,38.81,,,2020-03-21
2020-03-22,Rhineland-Palatinate,40.99,,,2020-03-22
2020-03-23,Rhineland-Palatinate,44.88,,,2020-03-23
2020-03-24,Rhineland-Palatinate,45.82,,,2020-03-24
2020-03-25,Rhineland-Palatinate,46.76,,,2020-03-25
2020-03-26,Rhineland-Palatinate,46.53,,,2020-03-26
2020-03-27,Rhineland-Palatinate,49.73,,,2020-03-27
2020-03-28,Rhineland-Palatinate,49.33,,,2020-03-28
2020-03-29,Rhineland-Palatinate,45.32,,,2020-03-29
2020-03-30,Rhineland-Palatinate,51.63,,,2020-03-30
2020-03-31,Rhineland-Palatinate,52.93,,,2020-03-31
2020-04-01,Rhineland-Palatinate,54.39,,,2020-04-01
2020-04-02,Rhineland-Palatinate,55.15,,,2020-04-02
2020-04-03,Rhineland-Palatinate,53.55,,,2020-04-03
2020-04-04,Rhineland-Palatinate,50.73,,,2020-04-04
2020-04-05,Rhineland-Palatinate,59.58,,,2020-04-05
2020-04-06,Rhineland-Palatinate,59.97,,,2020-04-06
2020-04-07,Rhineland-Palatinate,60.52,,,2020-04-07
2020-04-08,Rhineland-Palatinate,61.47,,,2020-04-08
2020-04-09,Rhineland-Palatinate,60.96,,,2020-04-09
2020-04-10,Rhineland-Palatinate,57.9,,,2020-04-10
2020-04-11,Rhineland-Palatinate,55.36,,,2020-04-11
2020-04-12,Rhineland-Palatinate,49.29,,,2020-04-12
2020-04-13,Rhineland-Palatinate,56.86,,,2020-04-13
2020-04-14,Rhineland-Palatinate,62.92,,,2020-04-14
2020-04-15,Rhineland-Palatinate,64.76,,,2020-04-15
2020-04-16,Rhineland-Palatinate,66.4,,,2020-04-16
2020-04-17,Rhineland-Palatinate,67.4,,,2020-04-17
2020-04-18,Rhineland-Palatinate,60.49,,,2020-04-18
2020-04-19,Rhineland-Palatinate,68.22,,,2020-04-19
2020-04-20,Rhineland-Palatinate,67.56,,,2020-04-20
2020-04-21,Rhineland-Palatinate,67.69,,,2020-04-21
2020-04-22,Rhineland-Palatinate,68.68,,,2020-04-22
2020-04-23,Rhineland-Palatinate,69.35,,,2020-04-23
2020-04-24,Rhineland-Palatinate,69.93,,,2020-04-24
2020-04-25,Rhineland-Palatinate,68.0,,,2020-04-25
2020-04-26,Rhineland-Palatinate,75.91,,,2020-04-26
2020-04-27,Rhineland-Palatinate,68.84,,,2020-04-27
2020-04-28,Rhineland-Palatinate,67.76,,,2020-04-28
2020-04-29,Rhineland-Palatinate,70.17,,,2020-04-29
2020-04-30,Rhineland-Palatinate,69.32,,,2020-04-30
2020-05-01,Rhineland-Palatinate,65.41,,,2020-05-01
2020-05-02,Rhineland-Palatinate,71.13,,,2020-05-02
2020-05-03,Rhineland-Palatinate,81.78,,,2020-05-03
2020-05-04,Rhineland-Palatinate,75.23,,,2020-05-04
2020-05-05,Rhineland-Palatinate,78.92,,,2020-05-05
2020-05-06,Rhineland-Palatinate,78.44,,,2020-05-06
2020-05-07,Rhineland-Palatinate,80.95,,,2020-05-07
2020-05-08,Rhineland-Palatinate,85.86,,,2020-05-08
